"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"B[1]",-0.00962140352410162,2.62008132556284e-05,0.00100289018440557,-0.0115772830003857,-0.0102571631960291,-0.00960044584714515,-0.00898660225049418,-0.00757953864818635,1465.13356583912,1.00032722479182
"B[2]",0.144647333095769,0.000558681660477011,0.018087294682614,0.10762741330079,0.132166943855457,0.144873996751985,0.157075811714368,0.178314622580859,1048.1378347231,0.998863685519607
"B[3]",0.00574202078076826,2.76337041349224e-05,0.0010304616807408,0.00371966343328849,0.0050491890638275,0.00572790270068646,0.00645559248589301,0.00775566161026034,1390.54640362716,0.999291220667685
"B[4]",0.00965008094949941,0.00175355334363215,0.0534714651320264,-0.0936129284659995,-0.025314757540529,0.00990660897292612,0.0439776827828549,0.119318726757212,929.835674505017,1.00020759069045
"b0",-0.0420899877510209,0.0931906819399826,0.939861360053899,-1.96915547405043,-0.623143351379576,-0.0199074627642705,0.595118424020033,1.74888676919205,101.714439586793,1.00620324588705
"a[1]",1.07846972013659,0.0969652438581685,0.977651462604653,-0.824215338456521,0.428677696151355,1.04724218389366,1.66415322908045,3.12564420958249,101.656679685877,1.00581913320896
"a[2]",1.33766442477457,0.0970653979921175,0.970909783404398,-0.565291085532862,0.674280866343605,1.32666391520786,1.92161406182016,3.3217247656467,100.052714395735,1.00550151572707
"a[3]",-0.846536966150241,0.0955924533748065,0.949095723328552,-2.69984937291723,-1.49965603715022,-0.865626456660377,-0.287943511585176,1.18206311147591,98.5763689932348,1.00606544160093
"a[4]",-0.481109780531944,0.0968925491263359,0.96150724953402,-2.31400685607662,-1.12856124007786,-0.497216715970081,0.0926467799806049,1.49510181378,98.4746310837247,1.00552202559798
"a[5]",-0.821397608119922,0.0963752495998601,0.955143704059776,-2.66640419114067,-1.44019154163311,-0.843602889952817,-0.264080129327921,1.2010489215925,98.2214639894771,1.0054506680276
"a[6]",-0.776336906072588,0.0960003312693854,0.953462346393819,-2.65521361062575,-1.43320575757464,-0.781828012401215,-0.211022339480645,1.19039390617987,98.6419457449097,1.00580766562796
"a[7]",-1.02709580590508,0.0970492463293006,0.956627013282917,-2.89535593989123,-1.66327615599079,-1.0451140793858,-0.458754734582176,0.986272949520224,97.163006923629,1.00541044082934
