"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"B[1]",-0.00430548400843181,3.2258669482814e-05,0.00119823614898438,-0.00658286611311832,-0.00511617513094308,-0.00426867495926451,-0.00353053290528203,-0.00192510263197741,1379.72309280371,0.998783685753868
"B[2]",0.145125993105593,0.000547065094432047,0.0187110179948485,0.109655922252717,0.131895463708285,0.145096405654238,0.157954188206154,0.182227718446809,1169.81402003224,1.00105787476299
"B[3]",0.00914147340940909,2.60310573029238e-05,0.00104905840108762,0.0070488878699287,0.0084738273153846,0.00913213065029189,0.00984072339970461,0.0111422771375753,1624.11102946556,1.0007683104093
"B[4]",0.0884352517843901,0.0015030389950424,0.0560930436562781,-0.0187800622955073,0.0482104778093731,0.0881422210761136,0.127987534486284,0.197603080964496,1392.76394470968,1.00034232519018
"b0",-0.0117452528525049,0.0914897640391688,0.878586893770719,-1.75576165280572,-0.600637314026799,0.0372781047226158,0.618672436402619,1.62495305901487,92.2198530507844,1.03336027969369
"a[1]",0.397832982730795,0.0933932238360326,0.918211174656894,-1.26983595579155,-0.239269174971241,0.353107017320659,0.987294592691386,2.27391474808551,96.6616965994235,1.03070384156864
"a[2]",0.759043663560176,0.0951005118730496,0.910662128739073,-0.891982717554231,0.13388864840741,0.717976310427965,1.34452183500399,2.58982433617695,91.6956731986042,1.0319453507133
"a[3]",-1.06014107791019,0.0929273188600233,0.890947978424472,-2.64273226815529,-1.68637022958842,-1.11831865988709,-0.47601828834155,0.739203878194467,91.9216643947737,1.03306034277725
"a[4]",-0.695655315418371,0.0949559301232794,0.902647573768132,-2.35981313688334,-1.31233604822344,-0.735939479195333,-0.135574975408726,1.10657409617884,90.3633356378599,1.03404498102329
"a[5]",-1.07577155574446,0.0931446160487648,0.896045100200973,-2.68765165887215,-1.70163004294493,-1.13851346081899,-0.482465914253702,0.742118492425604,92.5431387069207,1.03216269376596
"a[6]",-0.941715144802867,0.0932313444849457,0.894976260523222,-2.52640996236791,-1.57458230483119,-0.985144245541765,-0.356889664303696,0.86569190205497,92.1508057526814,1.03353405491719
"a[7]",-1.33769491070035,0.0938988234935031,0.897914207041592,-2.94684335590176,-1.9555764637434,-1.39355964382232,-0.751327493254625,0.466080905606487,91.4427723929597,1.03339177630544
"a[8]",-1.17070789349115,0.0936649761844567,0.894517530726766,-2.75366804359426,-1.78516300997012,-1.21604269607735,-0.583440001045188,0.634298940790095,91.2059683086151,1.03420279976225
"a[9]",-1.15356769775147,0.0935660193561868,0.896260294157872,-2.7671788487943,-1.78073709452678,-1.20014993676432,-0.567596492849759,0.652584270300771,91.755479049606,1.03382940232358
"a[10]",-0.960363711464984,0.0938275786698105,0.894420655057994,-2.58696485441968,-1.59308309220026,-1.01092414496378,-0.394746633507973,0.846483259117177,90.8704380983794,1.0329804869719
"a[11]",-1.04541705967254,0.0936293527314535,0.895738460748127,-2.64220770725101,-1.67620064931714,-1.09374770448852,-0.458906527091814,0.771734347128777,91.5247185601188,1.03345211782883
"a[12]",-0.995115880645847,0.0933655583643491,0.896083797598089,-2.60774463221472,-1.6234930748491,-1.04870022887257,-0.427918712992764,0.80780783053877,92.1136203823936,1.03264999970522
"a[13]",-0.963933774984747,0.0938125868055243,0.894464879793089,-2.56161242128187,-1.58337563812037,-1.01043806275922,-0.386252965287437,0.825873920306299,90.908473092133,1.03380147636139
"a[14]",-0.73749680597522,0.0935795422361784,0.896019093204007,-2.3161322854287,-1.36232764442119,-0.776748288850688,-0.155730571522083,1.06867502262395,91.6795969577084,1.03385546261336
"a[15]",0.149058171291112,0.0934520821813866,0.893875450655017,-1.43173406715744,-0.47418948513171,0.106271935535736,0.727128207652165,1.95005303854722,91.490511484234,1.03372921185167
"a[16]",-1.12589921885397,0.0936457346133206,0.895142099780669,-2.73859136842947,-1.7538376662955,-1.16647830472211,-0.549547228496946,0.690949438822665,91.3709129843879,1.03401032631456
"a[17]",0.156527837809832,0.0948902102452875,0.903407980698512,-1.4793628430989,-0.459034912515161,0.119526953163236,0.735291751785314,1.98311444577946,90.6410708697467,1.03405158020861
"a[18]",2.45372793760311,0.0952259315817594,0.903667001373503,0.791493742410385,1.84677602801571,2.41896372865108,3.0098360330531,4.3041520992562,90.0547007572836,1.03399360253445
"a[19]",0.237823065686562,0.0937629399631951,0.911008685803558,-1.41728954921448,-0.395973129096567,0.196624384030236,0.81719102474211,2.05204340233939,94.4023059182116,1.03087283242317
"a[20]",-0.207795692680795,0.0938411832928624,0.898619631589868,-1.80673676629571,-0.833953481341718,-0.239954298083958,0.372502127456473,1.60071664076335,91.6990536016263,1.03365523821571
"a[21]",1.1179084346808,0.0952448468054066,0.90278979038911,-0.535996891925656,0.505579336563603,1.07432655096587,1.69951161006028,2.92266718291367,89.8442531393012,1.03505493205336
"a[22]",-0.0460590651907879,0.0949720066325664,0.90442707212716,-1.70816390534528,-0.653344189876719,-0.0713238988056849,0.524537885298921,1.75296288808125,90.6892643025379,1.03488951864067
"a[23]",0.395558128893567,0.0946405689641963,0.904531446274949,-1.28139637868434,-0.219648950489308,0.356362759243167,0.970920709510485,2.21251724414098,91.3466562422094,1.03307837951245
"a[24]",-1.47112769585791,0.0947844573417571,0.903781611505511,-3.15493575679994,-2.09194822943415,-1.51782931950931,-0.90316195866272,0.337938654430139,90.9186012599474,1.0326394829243
"a[25]",0.894440451067195,0.093577975414005,0.90015668127381,-0.711934303775053,0.264268571688265,0.845162847590085,1.47256747576029,2.7064931702316,92.531356491815,1.03385880686499
"a[26]",-0.889462771222836,0.0942994104244103,0.896963833379574,-2.54175578599809,-1.49533469210544,-0.925337756074695,-0.318960338847139,0.928836362175771,90.4756911404533,1.0349811710689
"a[27]",0.402317968142747,0.0933417189568407,0.896387497378321,-1.18892215579758,-0.224328114021917,0.356482823152085,0.98942729833864,2.21924506635759,92.2231584814856,1.03346338919875
"a[28]",-1.06632410473221,0.094441936193561,0.914355388071905,-2.72535778191069,-1.72632563385394,-1.11374834247075,-0.451732448673254,0.759540332803541,93.7346781563812,1.03190670789334
"a[29]",0.463131595505411,0.0935683562161117,0.899835642096378,-1.14022826722707,-0.166755130980108,0.417891813374579,1.03710716934533,2.26968247122949,92.4843785846163,1.0329054071688
"a[30]",-1.29408939632903,0.0940300193188705,0.895361856247383,-2.93426619485342,-1.92692400152876,-1.33843120540994,-0.70159607009843,0.491391573753342,90.6701067455188,1.0336824517792
"a[31]",2.17161421555221,0.0944308868336677,0.900345991469979,0.525094703444505,1.55841669197461,2.12366284161668,2.7525713060109,3.98194751594573,90.9056201848226,1.03355904292522
"a[32]",1.23000658539531,0.0948524378867,0.902170507464338,-0.430615211970232,0.595250841050935,1.19792949643187,1.80586989878282,3.03826405328557,90.4649309714828,1.03426995789064
"a[33]",-1.395318295079,0.0937954875344242,0.894785705935839,-3.00326759047723,-2.01542647284149,-1.43929369959993,-0.825561615100683,0.435456115664751,91.0068715043008,1.03349478219714
"a[34]",-1.10038047248486,0.0929216621350113,0.897043720671119,-2.69128074240551,-1.72412787720172,-1.13378923762295,-0.52197198292174,0.654326431796235,93.1951435620673,1.03303435410298
"a[35]",-1.05179037441974,0.0928546923177084,0.893988472704065,-2.67915324657312,-1.68194607000528,-1.09458778074038,-0.473052903048512,0.736131439970734,92.6949612756722,1.03310978978979
"a[36]",-1.012300287271,0.0926426921871665,0.898713421662278,-2.61369152920922,-1.63704930412429,-1.05466188732973,-0.417385542593433,0.794241268646259,94.1066082431607,1.03181943213305
"a[37]",-1.47476469517099,0.0935242489237054,0.900022564952487,-3.11150856706107,-2.10405127213534,-1.51495785581442,-0.882615117284127,0.351072969551302,92.6100967109461,1.03406235205575
"a[38]",-0.142360417964612,0.093797471643509,0.890281400655937,-1.75952963516303,-0.759246221113028,-0.184709769970193,0.431016685058881,1.66398940347696,90.0891183913963,1.03437236343659
"a[39]",-0.423675609747872,0.0947047098258646,0.895372700939312,-2.06664379762735,-1.04812332033456,-0.46218159775671,0.14838913932081,1.38799781935754,89.3849790241657,1.0343890895284
"a[40]",0.692985906077665,0.0946243631287234,0.900813951076706,-0.95038963522688,0.0754458429945943,0.654609227703552,1.25910205550402,2.5156369411383,90.6283906797541,1.03434531787523
"a[41]",2.38235154123627,0.0953222392244198,0.906563852634705,0.738333142919817,1.75830444966052,2.3366115681416,2.95395326309172,4.21184278515866,90.4499487752288,1.03403435115758
"a[42]",-0.80807608401395,0.0947992388982585,0.903278373457028,-2.45448897691878,-1.42904765090896,-0.84424957107999,-0.223301450542649,0.996472363397899,90.7890608262604,1.03301387297066
"a[43]",-1.49419799046151,0.0954130764511717,0.904877858767888,-3.16128589297781,-2.11328202847942,-1.51972985625048,-0.914695419055214,0.313358106501147,89.9423281185986,1.03415286314352
"a[44]",-0.314571190052592,0.0950656936855021,0.905778724679283,-1.94486712980301,-0.943349983433899,-0.337574947639289,0.2473674151683,1.52934938394471,90.7813398061753,1.03368001316523
"g0",0.370944706695098,0.0944275818679562,0.914042854875166,-1.25597043217411,-0.284404306987142,0.339711061981301,0.939090638876731,2.22573598588179,93.6990914189618,1.03382028177596
"G[1]",-1.30043511007172,0.00927332872887812,0.329195763309672,-1.9436403714641,-1.51333969476823,-1.30018991801624,-1.08973519283981,-0.629335940813529,1260.19329326066,1.00026162824243
"G[2]",-1.09073710884406,0.0102390751466138,0.350656370296148,-1.78122116309122,-1.31944954187386,-1.10612657253021,-0.866477443931446,-0.417209635262927,1172.84873915603,0.999817887514643
"G[3]",-1.4951520821362,0.016358949908302,0.561418536951465,-2.59856737865306,-1.87257476790493,-1.50556977160346,-1.10329026341175,-0.346280449898227,1177.77586641421,1.00043560708053
"G[4]",-1.22252545933701,0.0240800423680628,0.862594328052738,-2.88481025695518,-1.78498277375618,-1.21377491793572,-0.626728370528495,0.451746032955238,1283.21285854328,1.00413515662984
"sigmay",0.278064359053522,0.000182526541727985,0.00655601885033632,0.265241434408172,0.273664770902981,0.278169527878182,0.282404778000437,0.2914303833298,1290.11473741295,0.999152350910993
"sigmaa",0.871498496899618,0.00290178544010156,0.0979313708029737,0.705200843561482,0.802275508267994,0.861188072005827,0.930691224139885,1.08561438323469,1138.97206556672,1.00095814736232
"lp__",712.981952975304,0.245621838893275,5.42520109912281,701.354213109088,709.531515179663,713.245658576779,716.896251724528,722.494771389399,487.862823805705,0.99967782168579
