"","mean","se_mean","sd","2.5%","25%","50%","75%","97.5%","n_eff","Rhat"
"B[1]",0.195627970334957,0.00219531965131144,0.0747958780457145,0.0483960751372039,0.145240556137944,0.195439926652895,0.245028828741202,0.346614443425444,1160.80641550537,1.00365646138811
"B[2]",0.160985806781535,0.000568302165565159,0.0199007763125162,0.12296852924318,0.148368757742356,0.161067495238719,0.174972211155583,0.199171183928612,1226.25675982774,0.999270280431641
"B[3]",0.00724035347147391,2.56883658126579e-05,0.00112960375067745,0.00501595724287286,0.00645948734401749,0.00726607628951277,0.0080460936398197,0.00942236818373635,1933.65636567562,0.999011537113619
"B[4]",0.0695210161277218,0.00159248046268411,0.0526628291123266,-0.032341100872131,0.0314212649135933,0.0699907036958975,0.104094893663321,0.176152340803739,1093.60414253115,0.999397560480623
"b0",-0.111024896440197,0.087674528478669,0.868222249185769,-1.73161910713283,-0.697079656985334,-0.138854202252667,0.498585195599669,1.518046058196,98.0652058044096,1.02187744289888
"a[1]",0.308817769703509,0.0926840595767663,0.889838465225844,-1.35029756643854,-0.311929631693684,0.343675599185886,0.913064880311857,1.95631352330077,92.1748108132117,1.02636745960788
"a[2]",0.555878226607524,0.0928745021137757,0.873981648749746,-1.07393194293327,-0.0541177492244142,0.592750501539759,1.15971379549941,2.15340678457301,88.5547028850358,1.02741195392289
"a[3]",-1.51933165410986,0.0902301112478927,0.866547896987699,-3.121527936775,-2.1344936806507,-1.49912907640454,-0.913375216318249,0.0940631068542472,92.2321132803815,1.02474815867302
"a[4]",-1.09581882664386,0.0924204576178232,0.866446507831333,-2.7028309887083,-1.70788004518533,-1.05873358905012,-0.499812571088272,0.541519382933592,87.8915821089304,1.02662455009867
"a[5]",-1.60807932762197,0.0916209581321801,0.874761271419616,-3.26206731579903,-2.2101011811427,-1.5763778976038,-0.989774806172441,-0.00659953250437821,91.1568765839339,1.02503411202003
"a[6]",-1.41465817324554,0.0911361562552613,0.869414232831494,-3.02187913449333,-2.04238558786218,-1.37340604812159,-0.794381881541383,0.207061070774157,91.0064294048814,1.02431157025728
"a[7]",-1.92342068366672,0.091597835793097,0.872730918135605,-3.52161491604025,-2.53315418959948,-1.88715867867164,-1.31244254907918,-0.325289954696932,90.7800251418877,1.02584459719693
